DATE,COURSE,RACE,CLASS,DISTANCE,PRIZEMONEY,GOING,TIME1,TIME2,TIME3,TIME4,TIME5,TIME6,RACE_SECTIONAL1,RACE_SECTIONAL2,RACE_SECTIONAL3,RACE_SECTIONAL4,RACE_SECTIONAL5,RACE_SECTIONAL6,PLC,NO,HORSE,JOCKEY,TRAINER,AC Weight,Horse Weight,Draw,LBW,Run,Time,Odds,SECTIONAL1,SECTIONAL2,SECTIONAL3,SECTIONAL4,SECTIONAL5,SECTIONAL6,COMMENT
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,6,12,U W BROTHER|(C389),H T Mo,Y S Tsui,113,1127,1,2-1/2,2-1-6,1:10.46,6.6,23.91,22.63,23.92,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,7,1,FAIRY TWINS|(V222),T Piccone,W Y So,133,1150,4,2-3/4,7-67,1:10.48,14,24.35,22.67,23.46,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,8,6,GALAXY EMPEROR|(D107),K Teetan,A S Cruz,124,1052,9,2-3/4,6-5-8,1:10.51,60,24.31,22.71,23.49,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,9,5,BABY STORM|(C500),M L Yeung,L Ho,125,1053,8,3-3/4,11-12-9,1:10.65,143,24.75,22.79,23.11,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,10,9,DESTINE JEWELLERY|(D032),J Moreira,J Size,123,1158,10,3-3/4,8-10-10,1:10.65,18,24.47,22.83,23.35,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,11,11,SPEEDY MISSILE|(C281),M Chadwick,K H Ting,119,1146,6,4-3/4,10-8-11,1:10.82,12,24.55,22.67,23.60,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",1,Class 4,1200M,"967,000",GOOD,23.87,46.54,1:10.06,,,,23.87,22.67,23.52,0,0,0,12,10,EVER STRONG|(A275),S de Sousa,K L Man,119,1049,3,5-1/4,5-7-12,1:10.90,29,24.23,22.83,23.84,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,1,1,BLOOMING SPIRIT|(C064),J Moreira,F C Lor,133,1093,1,-,3-43-1,1:41.09,2,28.77,25.08,23.45,23.79,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,2,4,ASSOCIATION FANS|(V207),M Chadwick,L Ho,128,1174,9,1/2,11-2-2,1:41.17,24,28.53,25.12,23.45,24.07,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,3,10,VIRTUS STAR|(B395),L Hewitson,D J Hall,118,1065,2,1-3/4,6-76-3,1:41.35,6.5,29.17,25.00,23.41,23.77,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,4,6,WONDERFUL TIGER|(A235),T Piccone,W Y So,126,1049,10,2-1/4,10-6-5-4,1:41.43,16,29.65,24.40,23.49,23.89,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,5,7,HIDDEN SPIRIT|(B130),K Teetan,P O'Sullivan,125,1160,4,3-1/4,9-11-10-5,1:41.60,26,29.53,24.92,23.41,23.74,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,6,11,FORTUNE WAY|(B120),M L Yeung,T P Yung,113,1123,8,3-1/2,22-4-6,1:41.67,140,28.61,25.16,23.53,24.37,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,7,2,BREAK RECORD|(C168),B Shinn,C S Shum,131,1074,12,4,12-9-8-7,1:41.74,35,29.89,24.40,23.45,24.00,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,8,5,KEEP WINNING|(B331),K C Leung,C W Chang,126,1108,3,4,5-8-9-8,1:41.75,6.9,29.13,25.08,23.65,23.89,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,9,3,THE FULL BLOOM|(V243),M F Poon,C H Yip,127,1089,11,4-1/4,8-3-1-9,1:41.78,12,29.45,24.36,23.29,24.68,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,10,9,LITTLE ISLAND|(T390),C Y Ho,K L Man,122,1057,6,4-3/4,7-10-11-10,1:41.85,18,29.37,25.00,23.65,23.83,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,11,8,MONEY WINNER|(A055),G van Niekerk,Y S Tsui,123,1043,5,5-1/2,4-5-7-11,1:41.95,10,28.85,25.12,23.65,24.33,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",2,Class 5,1650M,"725,000",GOOD,28.53,53.65,1:17.10,1:41.09,,,28.53,25.12,23.45,23.99,0,0,12,12,LUCKY STORM|(B124),H T Mo,R Gibson,110,1144,7,7,11-12-12-12,1:42.20,53,29.85,24.80,23.69,23.86,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,1,9,MASTER ALBERT|(A296),K Teetan,W Y So,119,1111,3,-,66-1,1:09.75,5.7,23.93,23.11,22.71,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,2,12,SIMPLY FLUKE|(C352),A Badel,C H Yip,116,1094,11,1,12-10-2,1:09.92,3.4,24.97,22.51,22.44,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,3,3,FANTASTIC FABIO|(V364),K H Chan,C H Yip,117,1192,5,1-1/2,11-3,1:09.97,15,23.49,22.75,23.73,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,4,1,LADY FIRST|(B013),S de Sousa,K H Ting,133,1033,1,1-3/4,55-4,1:10.04,3.3,23.85,23.07,23.12,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,5,10,THE SHOW|(T256),G van Niekerk,C W Chang,118,1102,12,2-1/4,77-5,1:10.10,13,24.17,23.03,22.90,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,6,11,THE ONE|(B073),C Y Ho,Y S Tsui,117,1159,10,3-1/2,99-6,1:10.30,6.7,24.41,22.99,22.90,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,7,7,TREASURE CHEST|(D008),H W Lai,P F Yiu,121,1058,7,3-3/4,88-7,1:10.34,51,24.21,22.99,23.14,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,8,4,SWOT TROOPERS WIND|(D101),T H So,D J Hall,123,1145,9,5,10-12-8,1:10.54,191,24.73,22.91,22.90,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,9,8,E GENERATION|(C322),M Chadwick,K L Man,120,1087,2,5-1/4,2-3-9,1:10.59,39,23.65,23.03,23.91,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,10,5,MR DARTHVEGAR|(C032),H T Mo,L Ho,120,1101,8,7,1111-10,1:10.87,35,24.77,22.75,23.35,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,11,6,PLAY TO WIN|(B468),K C Leung,T P Yung,121,1054,4,9-1/2,44-11,1:11.27,20,23.77,23.07,24.43,,,,No Comments on Running information for this horse.
29/01/2020,"TURF - ""B"" Course",3,Class 4,1200M,"967,000",GOOD,23.49,46.24,1:09.75,,,,23.49,22.75,23.51,0,0,0,12,2,BRAVE BABY|(C066),T Piccone,A S Cruz,127,1066,6,13-1/2,3-2-12,1:11.91,29,23.65,22.99,25.27,,,,No Comments on Running information for this horse.
